 0 "2748 4627 3267 1594 1664 403 3866 327 2092 1345"
1814 4948 "1902 4584 2740"
1815 4950 "4379 2586 4017 2669 1474 2296 1265 622 1196 3631 840 2751"
1816 4951 "1499 2448 2577 2913 3426 4316 4279 1179 3787 2748 223 3766 4395 1311"
1817 4956 402
1818 4962 3787
1819 4965 "222 4036 1327"
1820 4966 3534
1821 4969 "456 2573"
1822 4971 "247 4744"
1823 4973 2573
1824 4978 1954
1825 4982 2092
1826 4987 3714
1827 4989 3154
1828 4990 4213
1829 4992 "3507 4000 4179 522"
1830 4993 3241
1831 4995 3153
1832 4998 "4449 3044"
1833 5000 2105
1834 5001 3241
1835 5002 "2785 2090 421"
1836 5008 "3874 3458 4756 1651 4703 146 2333 142 1750"
1837 5009 "1763 3241 2340"
1838 5010 1196
1839 5014 994
1840 5015 4548
1841 5026 3692
1842 5030 "4123 1578 556 2448 2304"
1843 5031 1931
1844 5039 3580
1845 5042 816
1846 5043 "1041 2780 1166"
1847 5044 "775 930 1224 3534 4159 665"
1848 5046 2219
1849 5049 1236
1850 5050 "3613 842"
1851 5051 "247 1139 4367"
1852 5053 "3291 4104"
1853 5055 4422
1854 5061 3534
1855 5062 3197
1856 5066 2358
1857 5067 "3891 4159 223 2092 486 2025"
1858 5072 4424
1859 5075 2273
1860 5081 "2382 2219"
1861 5082 "4423 3667 4485 1578 3714 3241 27 838 3102 1502 4467 4216"
1862 5085 "1596 3606 4401 1600 4459 3267 1879"
1863 5087 "3154 378"
1864 5090 256
1865 5092 "997 1540 1139"
1866 5096 "2956 4001 1702 3831"
1867 5099 4303
1868 5105 3223
1869 5107 3172
1870 5109 4146
1871 5111 "3562 337"
1872 5113 2996
1873 5114 "782 3126 3866 27"
1874 5118 "2907 4288 3567 46 4021 4520 3281 4299 358 1362 3932"
1875 5126 3546
1876 5127 "3197 24 4017 3281"
1877 5128 "3669 4670 3329 95 3698 326 1578 2023 1902 140 3561 2784 2872 475 2954 258"
1878 5129 2748
1879 5133 "282 898"
1880 5134 3089
1881 5137 3489
1882 5138 "4064 1826 1349 4540 989 3401 3126 2704 149 392 1256 996"
1883 5139 3241
1884 5140 1169
1885 5141 3795
1886 5146 1902
1887 5147 "3049 3507"
1888 5152 "4401 3483 2987 3378"
1889 5154 1324
1890 5155 3534
1891 5157 4266
1892 5159 "4339 1236 2577 1169 878"
1893 5160 "535 775 1621"
1894 5161 4380
1895 5163 2362
1896 5164 "653 3385 671 2618 3282 3378 2731 152 4670 3274 53 4018 3562 3780 765 4036 1945 2092 4173 2039"
1897 5169 "4097 874 2763 878 4043 3385"
1898 5170 "2577 1105"
1899 5171 3507
1900 5176 "1540 2577 2311"
1901 5177 "2265 2536"
1902 5178 4401
1903 5179 330
1904 5181 2092
1905 5185 "3012 4345 3224 3562 456 381 3095 3426"
1906 5190 "2173 4511 1857 427 1879 3272 2391 947 4436 2998"
1907 5191 "4333 1071 4000 3999 1077 3401"
1908 5205 "4001 1578"
1909 5209 "67 3299"
1910 5210 "3224 2039"
1911 5211 "419 2768 521 2069 3712 4361 546 4565 1291 907 2908 3427 4702 3764 4385 3416 2085 3214 825 423"
1912 5212 3399
1913 5214 "3197 12 2748 404 3406 3469 3837 628 1387 535 4475 304 2295 4484 1594 1192 1972 2092 4670 3026"
1914 5216 3522
1915 5218 4475
1916 5220 "2777 2136 2273 3135 522 2092 3012 1105 3489 1763 3837 2484 1759 4061 3522 2816 1954 3565 1118 1236"
1917 5221 "2474 2578 4422 1309 3740 1203 242 2137 1646 4523 1345 2464 4206 2740 421 1012 1896 4367 3378 4064"
1918 5222 "2002 3638 3489"
1919 5223 "3196 3246"
1920 5224 "2577 378"
1921 5225 "1096 4548"
1922 5230 1646
1923 5235 1122
1924 5239 2475
1925 5246 4072
1926 5248 24
1927 5250 "2305 4422"
1928 5251 "3188 3293 2318"
1929 5253 3197
1930 5256 "1790 3967"
1931 5258 411
1932 5259 1506
1933 5264 4714
1934 5265 "1348 4444"
1935 5267 4422
1936 5268 "1669 3999 816 2021 1354"
1937 5270 3967
1938 5271 376
1939 5278 "2942 459 2092 90 263"
1940 5281 4562
1941 5287 2577
1942 5290 "3799 1499 24 2850 239"
1943 5291 1196
1944 5292 1610
1945 5294 "930 2924 2920 2092 1406 550 2329 2860 2299 1896 4102 3401 3870 1354 4048 1187 33"
1946 5297 "1203 2092 3569 1759"
1947 5300 "2850 3075"
1948 5305 "4339 2474 3241 647 3562 1077 3534 1826 1759 1647 1902 1505 1355 247 2358 1763 3866 2131"
1949 5306 952
1950 5307 2234
1951 5308 1122
1952 5313 997
1953 5319 2590
1954 5320 3197
1955 5321 1540
1956 5322 "1578 2092"
1957 5324 4548
1958 5328 4659
1959 5336 "3811 1966"
1960 5338 917
1961 5339 "358 562 27"
1962 5343 2920
1963 5347 3196
1964 5353 "1879 3871"
1965 5354 "1505 1135 1224"
1966 5357 "3714 720 1540 4663 359 700"
1967 5359 3444
1968 5363 "1578 2577 4159 1646"
1969 5368 "256 4422"
1970 5370 4422
1971 5371 2239
1972 5375 "4022 3411 421 790"
1973 5379 952
1974 5382 1540
1975 5383 2895
1976 5387 "3559 1139 764"
1977 5390 "1348 1428 2105 4339 1156 3921 3450 2728 930 3259"
1978 5391 "1238 1118 1646 633"
1979 5392 "3605 1214 2407 3109"
1980 5401 "1197 1561 4757"
1981 5405 "1077 1594"
1982 5406 4159
1983 5411 1077
1984 5412 3787
1985 5413 "2920 3028"
1986 5421 3010
1987 5424 3866
1988 5425 3018
1989 5429 "4367 1952 2813 585 1153 2358 564 4192"
1990 5430 "2131 3561"
1991 5432 989
1992 5438 4159
1993 5442 "3704 1996 2050 1348"
1994 5444 "4324 1644 932 2732 4029 4444"
1995 5446 3075
1996 5447 1139
1997 5452 3285
1998 5454 3562
1999 5455 3697
2000 5456 1198
2001 5461 "363 1245 1544"
2002 5462 801
2003 5464 "2506 473"
2004 5465 "307 2219 691 1117 4560 4744 4310 3829 4661 4438 14 3154 3254 1679"
2005 5467 2092
2006 5471 27
2007 5474 3300
2008 5475 "1886 3306"
2009 5477 "645 1540"
2010 5479 3507
2011 5485 36
2012 5488 "417 3561 4148"
2013 5489 "1202 4744 4124 4122"
2014 5491 1012
2015 5495 2239
2016 5496 3049
2017 5500 "358 1226 233 1094 2477 223 256 4467"
2018 5501 "4072 3197 3026 436"
2019 5507 240
2020 5508 619
2021 5510 1179
2022 5516 "337 4584"
2023 5521 "2148 3972 3329"
2024 5523 720
2025 5524 2748
2026 5525 "3999 4054 1511 4519 247 1578 2092 2484 3507 2305 3308"
2027 5526 1474
2028 5527 1348
2029 5528 2873
2030 5529 "3567 3233 2763 1712 4405 1999 3246 3930 3686 989"
2031 5531 1594
2032 5532 4610
2033 5536 "4380 4659 4009 371 3866 765 1324 3293 1696 3246 4674"
2034 5537 "3241 1110 2683 4548"
2035 5538 "1833 3241 152"
2036 5545 "295 46 1139 378 1506 2577 1236 3656 989 1996 3233 1610 3543 653 2124 931 1621 4744"
2037 5548 1077
2038 5549 2131
2039 5550 "2044 429 847 878 2313 2650 3718 2577 3537 4449 1252 3197 399 1476"
2040 5555 3241
2041 5563 221
2042 5565 "362 1499"
2043 5569 "782 2170 1968 1119"
2044 5570 3241
2045 5576 27
2046 5578 4696
2047 5580 2307
2048 5591 1977
2049 5592 3912
2050 5593 "1703 1840 4345"
2051 5597 4424
2052 5602 4572
2053 5604 1203
2054 5611 "1835 2195 107 516 326 1499 4422 3562"
2055 5614 "3450 3196 2763 3034 4001 1570 2131 1071"
2056 5615 2234
2057 5616 "4661 2148 1703 861 2956 223 2925 3305"
2058 5619 "1222 3859"
2059 5620 2092
2060 5623 "45 375 27"
2061 5628 3150
2062 5635 "2971 3878 399 2028"
2063 5637 "1121 172 4755 4072 4389 318 1505 821 1170 2763 1566 3566"
2064 5642 4584
2065 5646 1892
2066 5649 "330 3452 3972 4548 893 1588"
2067 5653 "4670 2148 436 632"
2068 5654 4303
2069 5657 2018
2070 5658 "1954 3534 2753 3382"
2071 5662 "801 3638 851 358 2614 4523"
2072 5663 1198
2073 5665 223
2074 5667 3498
2075 5669 "620 3540 2710 4040"
2076 5670 633
2077 5672 "3824 3731 2956"
2078 5673 "1721 3385 109 755 45 2807 595 4029 2908 794 4444 3452 1883 1115 9 419 4478 1952 1996 2354"
2079 5678 2542
2080 5681 3241
2081 5682 2577
2082 5692 4670
2083 5696 2092
2084 5697 1954
2085 5700 "3399 199 4181 436 1433 1217 1677 3295"
2086 5704 2092
2087 5705 4467
2088 5707 "3669 1505 3534 2092 1540 330"
2089 5709 "1218 865 4422"
2090 5715 "3011 3274 350"
2091 5717 "1644 443 208 2740 4179 3103 1072 146 199 1700 2305 2013"
2092 5718 1540
2093 5723 297
2094 5724 3197
2095 5725 "4467 4297 3566 3534 924 4605 330 247 3301 3999 1621 3507 4036 1876 402 4369 4072 3241 1578 4206"
2096 5727 1596
2097 5737 "4080 790"
2098 5744 "3329 1610 1578 2351 3196 2335"
2099 5748 "2987 4159 3972 1619 3386 2362"
2100 5750 "3871 1566 3450 3866 2577 1699 3241 1624"
2101 5753 3824
2102 5757 4548
2103 5761 4422
2104 5763 1122
2105 5764 "4122 4659 1745 2540"
2106 5766 3866
2107 5770 "4467 1118"
2108 5773 "4512 1566"
2109 5780 1135
2110 5781 350
2111 5782 "3385 4352 223 1683 4306 2888 146 1968 1295 1011 3683 1763 2807 1952"
2112 5783 "1468 3871 3561 3562"
2113 5784 "3687 3530 983 3197"
2114 5790 2039
2115 5792 "3690 3165 2751 3071 4678 1297 1698 1132 3418 574 50 1681 3728 937 1369 4027 2464 3318 2159 3354"
2116 5795 "3871 3636 187 1825 1954 3135 2881 569 1945 393 1857"
2117 5796 2996
2118 5798 2577
2119 5800 1540
2120 5801 "930 2092 3077 4298"
2121 5813 1540
2122 5816 1224
2123 5817 3102
2124 5821 "326 1578"
2125 5826 375
2126 5827 "3537 1207 2595 1199 2386 443"
2127 5829 "3999 4401 1958 1624 3272 3698"
2128 5833 137
2129 5836 2987
2130 5837 "3561 930"
2131 5838 "1803 3267 3787"
2132 5840 "1610 1769"
2133 5844 2092
2134 5845 67
2135 5847 475
2136 5848 "2275 3714"
2137 5854 350
2138 5860 "1889 4330 1105 2568 463 2352 898 989 4491 3098"
2139 5863 3473
2140 5866 3904
2141 5869 3897
2142 5870 "3240 4467 1594 4422 421"
2143 5872 1575
2144 5873 "2983 1540"
2145 5875 362
2146 5878 1582
2147 5879 "1373 2544 1805 1601 73"
2148 5886 3520
2149 5887 4159
2150 5888 2340
2151 5889 "3837 1179 3866 4122 1077 1073 1902 3489"
2152 5895 2655
2153 5896 "1243 2866 293 4043"
2154 5897 291
2155 5899 "985 4167 3076 4201"
2156 5901 3534
2157 5902 4744
2158 5903 "2577 161"
2159 5905 1773
2160 5906 "3507 2748"
2161 5907 "1553 4401 2382 2577"
2162 5913 "2105 4242 3667 1961"
2163 5914 "3509 1896 4111 3739"
2164 5920 2342
2165 5921 2275
2166 5923 "372 1297"
2167 5924 2094
2168 5934 3815
2169 5935 1219
2170 5942 "1238 2376 2092 2475 4752 3447 3207 3197"
2171 5943 375
2172 5944 1757
2173 5946 4449
2174 5947 1013
2175 5951 "223 1835 2577 3154"
2176 5954 "2730 3520"
2177 5960 1505
2178 5964 4524
2179 5965 4072
2180 5969 3291
2181 5973 "3469 183 3959 2970 2740 4497 1835 169 3329 3197"
2182 5974 1540
2183 5975 "1578 1566"
2184 5981 3453
2185 5983 4024
2186 5987 "3884 3196 2705 1096 997 3569 1600 24 2159 4744"
2187 5988 2251
2188 5990 "4762 9 375 95"
2189 5992 4422
2190 5996 "1822 558 36 3452 1472"
2191 5997 "46 1238 2070 1505 3534 2850"
2192 5998 1610
2193 6001 4072
2194 6003 3866
2195 6004 "2920 2850 224 1224"
2196 6008 2773
2197 6011 4422
2198 6012 4401
2199 6015 "3234 2681 3154 95"
2200 6016 "616 3871 362 4740 2071 3521 2759 3277 475 2881 1077 2113 359 2382 4021 4401 2345 2079 2852 4212"
2201 6019 1077
2202 6021 "3197 3154"
2203 6026 "3378 893 1833 3241"
2204 6027 782
2205 6030 "1964 3272"
2206 6031 "375 247 3312 3487 4250 1203 339 2981 4113 1917 1118 2101"
2207 6033 3291
2208 6036 "169 1759 2577 2039 1610"
2209 6039 "676 4115 2188 2082 4394 1763 3837 4756 2273 1610 3267 861 3954 1605 330 1972 3522 1575 2305"
2210 6043 2092
2211 6044 "375 1610 1540"
2212 6050 "720 3698 868 2530"
2213 6051 "3291 2092"
2214 6055 "3791 371 432 4188 1354 3291 4389 40 4040 3562 1545 4548 4273 3375 3569 3210 4024 2822 3698 3382"
2215 6057 "3752 1540 2260 4658"
2216 6061 2577
2217 6065 4444
2218 6066 2328
2219 6067 "3200 2577 221 3450 2908"
2220 6071 "2079 1699 765"
2221 6074 "3267 3399 1619"
2222 6075 "3241 1954 883 1886 4744 1879 1492 1835 2131"
2223 6079 4401
2224 6081 3401
2225 6082 1954
2226 6083 161
2227 6084 1396
2228 6087 3313
2229 6089 2070
2230 6090 3205
2231 6093 4744
2232 6095 1110
2233 6100 "1196 248 745 4684 1761 399 4432 2296 4143 1116 2118 970 1582 1243"
2234 6103 "378 2715 2430 4018 765 3489"
2235 6104 1610
2236 6109 997
2237 6110 1727
2238 6111 4422
2239 6113 "4339 376 4430 1169 117 2061 3196 4212 720 1324"
2240 6117 4024
2241 6120 "4364 2969"
2242 6121 "3638 3012 816 1086 3009 3498 3109 4003 4162"
2243 6123 2299
2244 6125 "1390 375"
2245 6126 2748
2246 6133 "3628 1264 2878 4454 187 790 2219 3456 3164 4436 3866 2920 3967 3489 4423 4009 1945 2475 1224 1857"
2247 6135 3106
2248 6138 "555 653"
2249 6141 "3507 475"
2250 6151 4475
2251 6152 "1644 2816 3930"
2252 6154 3241
2253 6159 3385
2254 6160 "282 2681"
2255 6161 837
2256 6165 2092
2257 6167 1945
2258 6168 "3154 3197 2577"
2259 6170 "2299 4467 893"
2260 6175 3534
2261 6178 3368
2262 6179 "1348 4744"
2263 6180 898
2264 6185 "3196 1105"
2265 6187 2039
2266 6188 3450
2267 6190 2092
2268 6191 "2573 2723"
2269 6200 3011
2270 6201 "3653 3936 1105 4242"
2271 6205 "3281 4606 1012"
2272 6208 "3035 1915 3526 2704 1644 546 4640 4498"
2273 6210 "2907 535 3713 3044"
2274 6214 "878 27 760 1978 2577 4553 3693 4113 4083 1761 4579 419 3265 1902 546 595 4631"
2275 6215 "3274 1105"
2276 6218 "2382 4346 4422 77 1610 4670 1285 3291"
2277 6219 4422
2278 6222 "3853 1824 2163 2943 3805 2023"
2279 6224 378
2280 6225 "1359 2044 3897"
2281 6227 604
2282 6230 2382
2283 6233 2815
2284 6235 "4266 1763 1203 893 3450"
2285 6240 4133
2286 6241 378
2287 6243 "3196 3562 3669 353"
2288 6246 3857
2289 6247 "4358 4423 2358 1594"
2290 6249 3576
2291 6251 1627
2292 6254 "213 3687 631 2921 4627 1983 844 4542 2853 3787 1071 242 222 4482 2360 3615 3811 4557 4491 421"
2293 6255 "2032 1742 2571 3817"
2294 6259 "132 3972 4727 1711 3175 478 1136 2136 143 2518"
2295 6263 1373
2296 6264 3864
2297 6268 4312
2298 6273 "358 3560 3197 4237 3026 2451 4647 330"
2299 6278 "3740 951 2577 522 2131 1540"
2300 6281 1699
2301 6282 "1540 375 2313"
2302 6283 2956
2303 6284 3852
2304 6289 1072
2305 6298 "3489 2402 790 187"
2306 6299 3377
2307 6300 "3212 3787 3847 2731 3329 4000 3561 555 2577"
2308 6302 3567
2309 6305 1578
2310 6307 3714
2311 6310 60
2312 6312 "3197 4359"
2313 6315 "2173 375 2443 4021"
2314 6319 3450
2315 6322 "2075 2578 2406 126 2898"
2316 6323 3241
2317 6324 "3348 1135"
2318 6326 3562
2319 6327 "1122 3837 4422 4670 1902"
2320 6334 1540
2321 6335 4339
2322 6340 907
2323 6341 "1236 4401 3562 3837 3972"
2324 6346 782
2325 6347 "4553 4467 535 4422"
2326 6350 "714 1236 2382 375"
2327 6351 "4422 2748 2250"
2328 6359 4744
2329 6362 4376
2330 6370 "2749 4176 4422 997 1323 863"
2331 6372 "3714 3011"
2332 6373 "4141 833"
2333 6375 4401
2334 6376 "140 3527 2112 875 605 1706 4670 18 4647 1013 1505 888 3164 2859 2606"
2335 6378 24
2336 6380 1892
2337 6382 3871
2338 6384 997
2339 6388 "2094 4244 1285 4428 3241 4401 3188 2250"
2340 6390 4741
2341 6397 161
2342 6401 3972
2343 6402 4397
2344 6404 628
2345 6409 4147
2346 6416 "535 838 1931 102 4589 1116 3736 1300 4086 4467"
2347 6418 3197
2348 6421 "2956 1902 1759 1763 2577 1578 4422 2697 2730 1007"
2349 6422 "3126 1759 3686 4401 4475 816 893 116"
2350 6427 "1502 930 2705 4696 658 3009"
2351 6430 "1902 720 3999 2577 2273"
2352 6434 "3154 4548 4401"
2353 6436 3507
2354 6437 4696
2355 6443 3972
2356 6448 "1122 3489 2484 4460 4009 1096 1971 3378 1071 2342"
2357 6449 4024
2358 6451 "1540 3972 1835 2092"
2359 6453 "1553 3534 1236 3972"
2360 6458 "2748 838 1733 1931 2956 4171"
2361 6460 "765 2173 362 2881 940 220 2131 4127 4009 3011 2219 2988 1891"
2362 6462 "816 4519 2044 1600 2092 4401 2720 3669 3972 504"
2363 6463 1115
2364 6464 "326 2577 1891 893 1610 3615 2219"
2365 6469 "1769 4213 2069 282"
2366 6471 "4356 4615"
2367 6472 "1763 1756 1836 2092 2414 931"
2368 6473 "2875 3664 4000 1763"
2369 6474 689
2370 6475 "4542 4422"
2371 6478 "291 2522 711 3464 3441 3254"
2372 6480 2577
2373 6483 256
2374 6484 3945
2375 6487 3373
2376 6489 2530
2377 6494 "4422 4681"
2378 6496 "4380 4286 2159 3866 3534"
2379 6498 375
2380 6501 "3197 2061 1127 1892 2180"
2381 6502 "3967 714 1118 3489"
2382 6503 2921
2383 6505 378
2384 6510 2092
2385 6515 2159
2386 6521 "375 1594"
2387 6525 4562
2388 6527 542
2389 6532 3441
2390 6534 "3241 1214 2009 2873 417 358 2577 1616 3713 1686"
2391 6535 "1203 535"
2392 6536 "2525 4266"
2393 6537 2956
2394 6539 "2770 3197"
2395 6543 "1548 113 4422 2562 1236 2146 3537 2658"
2396 6549 378
2397 6551 3352
2398 6555 2067
2399 6556 3254
2400 6558 2966
2401 6563 "1286 3680 1370 3824"
2402 6566 "2474 1646 3300"
2403 6567 2639
2404 6568 "4744 3667 1649 3196"
2405 6575 "1531 821 1192 456 954 4306 2295"
2406 6576 "3498 2996 4321 2039 1324"
2407 6578 4465
2408 6581 "2577 3866 3713 3562 714 524"
2409 6586 "3274 3740"
2410 6589 "3559 3196 2677 2105 4467 4521 24 3450 1373 1076"
2411 6590 "1350 2748 2305 1199 3205"
2412 6591 2217
2413 6593 1118
2414 6597 1540
2415 6601 1835
2416 6604 1540
2417 6605 "4603 3810 4664 4000 4751"
2418 6608 2484
2419 6610 3871
2420 6613 4298
2421 6620 "2357 1261 295 1958 2362 671"
2422 6625 2393
2423 6627 "4467 2577"
2424 6631 2496
2425 6633 "3452 1621 4000 4422"
2426 6641 2297
2427 6642 "493 4744 3787 2484 2853 1540"
2428 6643 "2594 4000 3456"
2429 6654 "2785 893 3866 1122"
2430 6656 "1953 1105 2578 3967 893 714 4009 4163 3857 3378 446 4187 3714 906 1624 3831 2219 372 1077 3459"
2431 6657 3196
2432 6665 2092
2433 6666 55
2434 6671 "591 2938 208 4086"
2435 6672 660
2436 6675 "337 1077"
2437 6678 1954
2438 6679 378
2439 6680 "2964 1512 2612 1540"
2440 6686 4553
2441 6690 1033
2442 6694 939
2443 6698 2578
2444 6706 1849
2445 6707 "3638 3857 2748 1724 1857"
2446 6712 "3841 838 3399 522"
2447 6714 "3399 4036 1750 628 2763 3979 2773"
2448 6715 "1224 4434 1421 633"
2449 6719 3233
2450 6720 2159
2451 6722 2275
2452 6723 4339
2453 6728 "637 4114"
2454 6732 "2105 1116 2595"
2455 6733 4308
2456 6742 "714 1522"
2457 6743 1640
2458 6744 143
2459 6749 968
2460 6750 32
2461 6754 4622
2462 6755 3603
2463 6756 1531
2464 6757 1540
2465 6758 583
2466 6760 "2402 1077"
2467 6762 "1540 2028 4422 225 27"
2468 6764 3346
2469 6765 2965
2470 6768 "3854 3864 744 1324 3787 4371"
2471 6770 1540
2472 6773 "2578 774"
2473 6774 2219
2474 6776 314
2475 6779 "2586 3378 189"
2476 6780 2039
2477 6781 2786
2478 6784 "4302 1401 3507"
2479 6788 3795
2480 6794 "2612 4159 4102 1601 522 2987 3999 57 3596 2393 4021 2382 989 4498 1218 454 3522 1863 1540 790"
2481 6796 1739
2482 6798 "2851 645 2600 730 3534 247 4422 1835 2987 4438"
2483 6803 436
2484 6804 "985 4339 3010 2730 3831 1135 1759 1326 926 2707 1775 2822 1125 4237 1626"
2485 6806 1122
2486 6809 "2275 3714"
2487 6814 "1069 4469 4498 3280"
2488 6815 "380 3154 2295 1594 1357 2181"
2489 6819 "1667 1203"
2490 6823 3450
2491 6824 "4496 417 3440"
2492 6825 "628 893 161 3507 3281 4478 814 3972 4346"
2493 6826 3197
2494 6831 3241
2495 6832 "4220 4511 3164 1355 940 4380 3378 3628 3638"
2496 6836 "2969 337"
2497 6839 2920
2498 6845 "4178 1077 2131 540 2469 2299 4723 2612 2152 1540 1 1194"
2499 6846 "2473 267 4159 328"
2500 6848 "3072 297 3925 1295 378 748 221 3998 2333"
2501 6850 3281
2502 6854 "3291 3267"
2503 6861 337
2504 6862 "436 522 4467 3674 3516 671 2995 3175"
2505 6863 1540
2506 6864 "419 1780 255 2105 3663 378 464 1616"
2507 6865 1575
2508 6869 1118
2509 6871 2777
2510 6880 3241
2511 6881 "720 1540 4670 2966 2023 4422 3452"
2512 6883 "4491 24 3277 3546"
2513 6889 "4755 2681 1105 947 1540 1588"
2514 6892 116
2515 6893 "1153 3464"
2516 6897 3866
2517 6898 "1041 1170 763 4072 304 1594 3569 4138 769 535 1596 2763 2536 3567"
2518 6906 "1646 4462"
2519 6908 "1236 3520"
2520 6909 "4550 4737 3109 2577 1309 2251 3382 4435 1763 4755 3469 3070 1439 420 2956 1397 4449 3667 3246 223"
2521 6910 282
2522 6914 4459
2523 6915 893
2524 6916 "842 4097"
2525 6918 3196
2526 6920 "4046 423 1933 4021 419 3537 3904 708 4173 2866"
2527 6922 "1122 162 2824 2595 4072 2382 1610 4245 60 4455 653 420"
2528 6929 "436 3507 535 2199"
2529 6930 3824
2530 6933 "132 2308 27"
2531 6934 1952
2532 6936 "1117 4436"
2533 6940 838
2534 6941 2577
2535 6942 3197
2536 6944 2606
2537 6946 419
2538 6951 3963
2539 6954 "3214 4684 4268 3094"
2540 6955 419
2541 6959 1594
2542 6965 3688
2543 6967 "3209 4001 2873"
2544 6972 "3066 3787 2540 2118 399 3370 205 221 3399 2660 3928 436 2893 1540"
2545 6974 1312
2546 6979 4380
2547 6980 1954
2548 6982 "1759 2613 2978 508"
2549 6984 "821 2251"
2550 6989 "3035 3613 311 4332 4478 949 2542 1116 4235"
2551 6992 4401
2552 6994 "3909 1208 3382 4080"
2553 6997 3274
2554 6998 3075
2555 7000 2740
2556 7002 "2783 4423"
2557 7007 3795
2558 7008 3453
2559 7010 "3164 2092 2763"
2560 7013 "4700 1621 1348 2920"
2561 7014 "1566 2577 765 3241"
2562 7015 "3491 501 2681 2382"
2563 7017 "4039 3196 3246 229"
2564 7018 362
2565 7023 "4401 3595 3241"
2566 7025 "405 275 375 27"
2567 7033 "4086 1181 419 2059"
2568 7034 "2038 4264 3092"
2569 7036 3205
2570 7037 893
2571 7038 1503
2572 7041 "3669 893 1243 714 4542 27 1734 1835 4548 189 3507 2577"
2573 7043 "4233 3360 132 4309 1540 4303 4439 4091"
2574 7045 2577
2575 7050 2655
2576 7053 2577
2577 7055 "2381 1228"
2578 7056 3467
2579 7057 3281
2580 7060 3017
2581 7062 1757
2582 7064 "3547 1847"
2583 7065 421
2584 7066 "2042 27 208 1494"
2585 7068 "1309 1348 3450 4086 3092 4744 2804 542 3569 959 1902 2577 399 231 27 2305 760 1139 2883 604"
2586 7078 "421 3507 1171 3300"
2587 7082 4216
2588 7084 "1600 4519 46 4122"
2589 7085 2147
2590 7088 "844 350 24 693 157 4122 3267 4581 3714 61 671 3319 2612 1521 2299 4495 4548 2881 1958"
2591 7092 "1901 4036 762 1306 2219 1773 2092 291 4000 3696 920 2615 1646 4401"
2592 7098 "1540 1238"
2593 7099 "1568 485 3829 2822 3882 4363 3367 4024 4367 1163 3687 2419 3467 4321 1728 967 1203 4489"
2594 7101 337
2595 7103 3714
2596 7104 "3660 1224"
2597 7108 4422
2598 7118 "4366 4642 3154 3615 222 3450 1790"
2599 7120 3967
2600 7126 "48 2305 686 1540 1348"
2601 7127 1540
2602 7132 "2639 3866 1077"
2603 7134 "2371 4122 1203 2789 3972 628 3246 2736 3149 2159"
2604 7135 "2748 3197"
2605 7136 "275 3767"
2606 7141 1122
2607 7142 "4627 3464 2159 1408 2357 1873 1544 2881"
2608 7146 378
2609 7147 "2358 2763"
2610 7148 4738
2611 7149 "1115 4659 3450 3537 4045 3800"
2612 7151 "1540 3534"
2613 7152 1935
2614 7153 "4123 1759"
2615 7161 "3564 208 977"
2616 7166 838
2617 7167 "2929 2577 2023 3859"
2618 7170 "2153 2131 3837 3450 3300 4159 1067 1902 1835 906 3197 3714 2382 4519 3135 2850 2159 4444 24 2105"
2619 7172 "4171 1726 3116 4589 815 2354 1108 632 3298 4189 4659 1006 330"
2620 7176 41
2621 7178 3569
2622 7180 "2362 3999"
2623 7182 893
2624 7184 757
2625 7185 2234
2626 7186 1105
2627 7189 "4408 423 404 307 2484 3452 760 1952 4664"
2628 7190 2536
2629 7192 "4465 2092"
2630 7194 2626
2631 7195 "1499 1139 1283 1686 2517 4744"
2632 7199 "4542 24"
2633 7202 "3866 359 3556 3241 40 1540"
2634 7203 "1862 217 2655 2612"
2635 7205 3534
2636 7208 "1122 2092"
2637 7209 2026
2638 7212 "1945 1954 1502 3401"
2639 7215 3978
2640 7216 1578
2641 7220 "4302 4072"
2642 7222 2251
2643 7224 "4475 2763"
2644 7227 "4159 2293"
2645 7229 247
2646 7240 "1544 959 1892 355 3246 816 3418 2789 3447 359 4511 2041 4430 838"
2647 7241 4709
2648 7243 "4584 1835 456 2219 2342 239 4738 2173 2382 24 1699 242 2187 3713 2921 3866 2092 1077 2577 522"
2649 7245 "2577 4029 1540 522"
2650 7247 378
2651 7248 "4028 1505 2748 3762 535 1886 4422 2059 3569 2647 2956 800"
2652 7249 4422
2653 7256 "451 1773 4308 1285 3197 2522 3308 3593 4405 933 78 1309 3018 1502 103 3456 2164 4678 3152 1760"
2654 7258 1773
2655 7260 "3609 4546 742 2131 985 1589 1945 3999"
2656 7261 3824
2657 7263 4055
2658 7265 "997 1596"
2659 7266 2092
2660 7271 "2251 3912"
2661 7275 616
2662 7277 "1122 3429 421 258 27 1758 1996 1763 3385 3291"
2663 7281 "421 1540 3254"
2664 7285 "2705 2131 671 4023 4104 2275 4562 3718 1348 1578 3713 118 3241 24 3507 1954 2362 1824 2039 1224"
2665 7286 "4122 1542 1540 2660 893 4579"
2666 7290 2092
2667 7291 4379
2668 7293 "893 1619 3411 1850"
2669 7297 790
2670 7298 4000
2671 7299 1540
2672 7301 "4423 4523 3293 1404 4178 1464 2580 3011 3866 842"
2673 7304 4422
2674 7308 1029
2675 7309 "3694 1118 1099 1746 3120 1775"
2676 7312 3753
2677 7313 2039
2678 7314 "3196 3866"
2679 7316 "2365 3154 816 161"
2680 7317 "4738 3520"
2681 7318 734
